uid,month,loan_sum
421,Nov-16,3.975670565
425,Nov-16,5.722768363
436,Nov-16,5.909217723
439,Nov-16,5.51868147
440,Nov-16,3.862594545
444,Nov-16,4.544373396
451,Nov-16,4.723016822
458,Nov-16,4.154158974
460,Nov-16,5.936234584
463,Nov-16,5.292153929
470,Nov-16,5.931812567
473,Nov-16,4.691162849
478,Nov-16,6.183727411
483,Nov-16,5.722768363
485,Nov-16,5.722768363
490,Nov-16,5.722768363
504,Nov-16,6.606948128
505,Nov-16,6.153413856
506,Nov-16,5.292153929
517,Nov-16,5.58413701
539,Nov-16,5.885770109
547,Nov-16,4.292650699
555,Nov-16,6.087953139
568,Nov-16,6.014774739
569,Nov-16,6.781937074
573,Nov-16,6.153413856
578,Nov-16,3.862594545
582,Nov-16,4.723016822
583,Nov-16,6.405333138
586,Nov-16,4.974842946
587,Nov-16,5.351362178
594,Nov-16,5.198462624
596,Nov-16,5.153538105
598,Nov-16,6.05244065
606,Nov-16,4.723016822
611,Nov-16,5.292153929
613,Nov-16,5.747135172
616,Nov-16,5.722768363
618,Nov-16,5.722768363
620,Nov-16,5.292153929
622,Nov-16,5.657311097
623,Nov-16,5.97467729
625,Nov-16,5.266794974
627,Nov-16,5.885770109
630,Nov-16,5.292153929
641,Nov-16,6.584074882
643,Nov-16,6.362466936
646,Nov-16,5.153538105
647,Nov-16,5.97467729
651,Nov-16,6.153413856
659,Nov-16,4.071302059
660,Nov-16,6.274409657
661,Nov-16,6.266691431
666,Nov-16,3.862594545
668,Nov-16,4.292650699
671,Nov-16,4.974842946
676,Nov-16,3.862594545
681,Nov-16,6.212630577
683,Nov-16,4.723016822
691,Nov-16,5.501180385
693,Nov-16,5.814978328
696,Nov-16,5.45514134
706,Nov-16,4.931990053
711,Nov-16,6.722718659
721,Nov-16,5.722768363
723,Nov-16,5.716524366
738,Nov-16,5.931812567
739,Nov-16,4.974842946
741,Nov-16,6.292054527
745,Nov-16,5.836040761
746,Nov-16,5.722768363
754,Nov-16,4.154158974
755,Nov-16,6.292054527
758,Nov-16,6.121545176
760,Nov-16,5.552270782
764,Nov-16,4.723016822
765,Nov-16,4.723016822
769,Nov-16,6.405333138
770,Nov-16,4.974842946
774,Nov-16,6.722718659
781,Nov-16,5.58413701
782,Nov-16,5.722768363
786,Nov-16,6.781937074
796,Nov-16,5.292153929
798,Nov-16,5.758969354
804,Nov-16,5.292153929
806,Nov-16,6.014774739
814,Nov-16,6.425705932
815,Nov-16,6.153413856
818,Nov-16,5.629066946
819,Nov-16,4.071302059
825,Nov-16,5.153538105
830,Nov-16,6.240248782
832,Nov-16,6.264097236
836,Nov-16,4.974842946
840,Nov-16,4.292650699
842,Nov-16,5.793176777
850,Nov-16,3.862594545
857,Nov-16,5.292153929
873,Nov-16,6.722718659
874,Nov-16,3.862594545
882,Nov-16,4.8616016
893,Nov-16,5.722768363
894,Nov-16,5.97467729
898,Nov-16,4.723016822
900,Nov-16,6.895217943
912,Nov-16,6.189616606
916,Nov-16,5.153538105
920,Nov-16,6.783065727
930,Nov-16,6.212630577
939,Nov-16,5.501180385
950,Nov-16,5.501180385
951,Nov-16,5.722768363
955,Nov-16,5.153538105
957,Nov-16,6.629009152
960,Nov-16,5.722768363
964,Nov-16,5.931812567
974,Nov-16,6.405333138
981,Nov-16,3.975670565
994,Nov-16,5.292153929
995,Nov-16,3.862594545
997,Nov-16,6.405333138
1000,Nov-16,6.421684463
1004,Nov-16,6.153413856
1008,Nov-16,6.153413856
1011,Nov-16,5.836040761
1017,Nov-16,5.722768363
1022,Nov-16,5.351362178
1023,Nov-16,6.292054527
1028,Nov-16,5.394974879
1032,Nov-16,4.8616016
1044,Nov-16,5.781982259
1048,Nov-16,4.292650699
1050,Nov-16,5.690901317
1053,Nov-16,5.405415974
1062,Nov-16,5.58413701
1063,Nov-16,4.544373396
1071,Nov-16,5.97467729
1075,Nov-16,5.97467729
1076,Nov-16,4.544373396
1098,Nov-16,5.722768363
1111,Nov-16,6.014774739
1112,Nov-16,6.292054527
1113,Nov-16,4.723016822
1132,Nov-16,5.781982259
1139,Nov-16,6.014774739
1148,Nov-16,5.657311097
1149,Nov-16,5.292153929
1153,Nov-16,5.292153929
1154,Nov-16,5.405415974
1158,Nov-16,5.153538105
1160,Nov-16,6.405333138
1166,Nov-16,6.629009151
1171,Nov-16,3.862594545
1175,Nov-16,6.425705932
1176,Nov-16,5.995049416
1181,Nov-16,5.292153929
1188,Nov-16,4.723016822
1192,Nov-16,5.292153929
1195,Nov-16,5.362555688
1205,Nov-16,5.153538105
1209,Nov-16,5.292153929
1216,Nov-16,6.006959593
1217,Nov-16,5.351362178
1224,Nov-16,6.722718659
1229,Nov-16,5.153538105
1230,Nov-16,5.292153929
1231,Nov-16,6.643293014
1232,Nov-16,4.723016822
1237,Nov-16,5.931812567
1238,Nov-16,6.153413856
1241,Nov-16,4.723016822
1244,Nov-16,5.722768363
1258,Nov-16,6.629009151
1259,Nov-16,3.862594545
1270,Nov-16,5.405415974
1285,Nov-16,5.97467729
1290,Nov-16,6.070450575
1308,Nov-16,4.723016822
1313,Nov-16,6.121545176
1314,Nov-16,4.974842946
1325,Nov-16,4.723016822
1327,Nov-16,6.405333138
1328,Nov-16,5.753080438
1332,Nov-16,3.975670565
1333,Nov-16,6.405333138
1337,Nov-16,6.153413856
1341,Nov-16,4.292650699
1348,Nov-16,5.292153929
1351,Nov-16,5.657311097
1355,Nov-16,5.405415974
1357,Nov-16,4.723016822
1358,Nov-16,6.292054527
1369,Nov-16,6.121545176
1373,Nov-16,4.292650699
1377,Nov-16,5.384355326
1379,Nov-16,6.464550799
1381,Nov-16,6.070450575
1385,Nov-16,5.97467729
1387,Nov-16,5.58413701
1396,Nov-16,5.922872985
1400,Nov-16,4.974842946
1402,Nov-16,6.153413856
1404,Nov-16,4.8616016
1418,Nov-16,4.974842946
1421,Nov-16,4.544373396
1429,Nov-16,5.153538105
1431,Nov-16,5.722768363
1435,Nov-16,4.40582999
1446,Nov-16,4.292650699
1447,Nov-16,5.722768363
1451,Nov-16,5.07059257
1452,Nov-16,4.974842946
1458,Nov-16,5.781982259
1459,Nov-16,6.18372741
1467,Nov-16,5.226703564
1475,Nov-16,5.292153929
1477,Nov-16,6.087953139
1478,Nov-16,5.07059257
1479,Nov-16,6.83599934
1480,Nov-16,5.153538105
1482,Nov-16,5.198462624
1484,Nov-16,5.54404215
1497,Nov-16,6.405333138
1518,Nov-16,4.622092928
1524,Nov-16,5.657311097
1529,Nov-16,5.501180385
1533,Nov-16,4.974842946
1539,Nov-16,5.97467729
1547,Nov-16,6.384269633
1562,Nov-16,5.584137011
1563,Nov-16,6.282033183
1575,Nov-16,5.153538105
1579,Nov-16,6.568344441
1585,Nov-16,6.722718659
1593,Nov-16,5.316518349
1594,Nov-16,5.292153929
1595,Nov-16,5.183845743
1598,Nov-16,6.104976146
1608,Nov-16,6.584074882
1609,Nov-16,4.974842946
1612,Nov-16,5.292153929
1614,Nov-16,5.351362178
1628,Nov-16,5.292153929
1631,Nov-16,5.58413701
1633,Nov-16,5.292153929
1641,Nov-16,4.292650699
1645,Nov-16,3.975670565
1653,Nov-16,5.45514134
1655,Nov-16,6.706350558
1656,Nov-16,6.153413856
1662,Nov-16,5.65036951
1665,Nov-16,5.45514134
1673,Nov-16,5.292153929
1678,Nov-16,5.722768363
1679,Nov-16,5.153538105
1686,Nov-16,4.292650699
1695,Nov-16,6.140861843
1698,Nov-16,5.722768363
1712,Nov-16,5.292153929
1715,Nov-16,5.292153929
1724,Nov-16,5.501180385
1725,Nov-16,5.292153929
1731,Nov-16,4.723016822
1732,Nov-16,6.033893069
1735,Nov-16,5.614448346
1741,Nov-16,6.501109382
1742,Nov-16,6.014774739
1746,Nov-16,5.781982259
1753,Nov-16,5.722768363
1754,Nov-16,5.153538105
1759,Nov-16,4.292650699
1771,Nov-16,5.722768363
1775,Nov-16,6.527182475
1777,Nov-16,5.722768363
1779,Nov-16,6.05244065
1783,Nov-16,5.07059257
1786,Nov-16,5.226703564
1789,Nov-16,4.292650699
1804,Nov-16,4.974842946
1807,Nov-16,5.405415974
1808,Nov-16,5.918354494
1810,Nov-16,5.405415974
1816,Nov-16,5.722768363
1819,Nov-16,6.33525183
1822,Nov-16,4.974842946
1824,Nov-16,4.292650699
1833,Nov-16,5.07059257
1835,Nov-16,5.292153929
1842,Nov-16,6.31642277
1845,Nov-16,6.183727411
1848,Nov-16,5.856412553
1850,Nov-16,4.753317069
1852,Nov-16,5.292153929
1855,Nov-16,6.153413856
1856,Nov-16,5.501180385
1857,Nov-16,4.455523524
1859,Nov-16,6.33987127
1864,Nov-16,7.073962511
1867,Nov-16,5.931812567
1868,Nov-16,5.08809119
1869,Nov-16,6.153413856
1873,Nov-16,5.405415974
1877,Nov-16,5.58413701
1889,Nov-16,5.292153929
1892,Nov-16,5.535703078
1906,Nov-16,6.087953139
1908,Nov-16,5.931812567
1909,Nov-16,5.809599236
1925,Nov-16,5.54404215
1926,Nov-16,4.544373396
1928,Nov-16,6.121545176
1930,Nov-16,6.405333138
1940,Nov-16,4.723016822
1941,Nov-16,4.974842946
1943,Nov-16,6.153413856
1945,Nov-16,5.292153929
1947,Nov-16,3.862594545
1949,Nov-16,5.54404215
1954,Nov-16,4.071302059
1962,Nov-16,6.33987127
1964,Nov-16,6.535635912
1968,Nov-16,6.153413856
1975,Nov-16,5.292153929
1985,Nov-16,4.809815297
1988,Nov-16,5.212743531
1989,Nov-16,6.643293014
1999,Nov-16,5.97467729
2003,Nov-16,5.861402821
2004,Nov-16,6.464550799
2009,Nov-16,5.501180385
2015,Nov-16,5.809599236
2017,Nov-16,4.544373396
2020,Nov-16,5.657311097
2023,Nov-16,5.931812567
2025,Nov-16,6.292054527
2027,Nov-16,4.974842946
2029,Nov-16,5.722768363
2035,Nov-16,5.07059257
2036,Nov-16,4.40582999
2039,Nov-16,5.885770109
2048,Nov-16,6.382123471
2056,Nov-16,5.405415974
2062,Nov-16,5.405415974
2065,Nov-16,5.153538105
2066,Nov-16,4.723016822
2067,Nov-16,6.05244065
2068,Nov-16,5.292153929
2070,Nov-16,5.292153929
2073,Nov-16,6.087953139
2077,Nov-16,5.501180385
2079,Nov-16,5.153538105
2080,Nov-16,6.568344441
2089,Nov-16,4.723016822
2092,Nov-16,4.544373396
2095,Nov-16,5.836040761
2096,Nov-16,5.45514134
2099,Nov-16,5.722768363
2101,Nov-16,6.643293014
2117,Nov-16,5.266794974
2122,Nov-16,5.405415974
2125,Nov-16,4.723016822
2132,Nov-16,5.970521466
2134,Nov-16,4.723016822
2135,Nov-16,6.722718659
2144,Nov-16,6.183727411
2148,Nov-16,4.909401781
2154,Nov-16,4.292650699
2158,Nov-16,5.7986993
2161,Nov-16,5.722768363
2163,Nov-16,5.51868147
2180,Nov-16,3.862594545
2186,Nov-16,4.544373396
2188,Nov-16,6.33987127
2190,Nov-16,5.722768363
2191,Nov-16,5.226703564
2196,Nov-16,4.154158974
2199,Nov-16,5.45514134
2201,Nov-16,5.292153929
2208,Nov-16,5.931812567
2209,Nov-16,5.304455557
2213,Nov-16,4.8616016
2214,Nov-16,4.974842946
2215,Nov-16,5.931812567
2220,Nov-16,6.153413856
2222,Nov-16,6.501109381
2223,Nov-16,5.722768363
2228,Nov-16,5.121675962
2248,Nov-16,5.07059257
2251,Nov-16,5.846310145
2254,Nov-16,6.153413856
2264,Nov-16,6.153413856
2270,Nov-16,5.153538105
2278,Nov-16,3.975670565
2279,Nov-16,5.591854597
2280,Nov-16,4.723016822
2289,Nov-16,5.58413701
2297,Nov-16,5.292153929
2299,Nov-16,4.8616016
2302,Nov-16,4.782208137
2303,Nov-16,5.501180385
2308,Nov-16,5.931812567
2309,Nov-16,5.464626106
2314,Nov-16,3.975670565
2321,Nov-16,4.809815297
2324,Nov-16,5.292153929
2325,Nov-16,5.781982259
2331,Nov-16,6.425705932
2334,Nov-16,5.501180385
2337,Nov-16,4.292650699
2343,Nov-16,3.975670565
2349,Nov-16,6.629009152
2355,Nov-16,3.862594545
2364,Nov-16,6.793132399
2368,Nov-16,4.723016822
2375,Nov-16,5.836040761
2378,Nov-16,5.931812567
2383,Nov-16,5.292153929
2384,Nov-16,5.722768363
2402,Nov-16,6.014774739
2417,Nov-16,6.362466936
2419,Nov-16,5.657311097
2428,Nov-16,5.931812567
2441,Nov-16,5.292153929
2445,Nov-16,5.690901317
2446,Nov-16,5.931812567
2450,Nov-16,6.483098934
2452,Nov-16,5.501180385
2456,Nov-16,6.033893069
2461,Nov-16,4.723016822
2465,Nov-16,5.405415974
2467,Nov-16,6.153413856
2471,Nov-16,5.781982259
2472,Nov-16,4.995209729
2475,Nov-16,6.195450506
2477,Nov-16,6.121545176
2478,Nov-16,6.83599934
2481,Nov-16,6.895217943
2484,Nov-16,5.153538105
2485,Nov-16,6.584074882
2486,Nov-16,5.483172026
2488,Nov-16,5.405415974
2491,Nov-16,4.974842946
2492,Nov-16,6.584074882
2498,Nov-16,5.836040761
2505,Nov-16,3.862594545
2507,Nov-16,6.599416886
2518,Nov-16,4.974842946
2521,Nov-16,6.153413856
2527,Nov-16,6.483098934
2531,Nov-16,6.014774739
2532,Nov-16,6.643293014
2538,Nov-16,5.405415974
2543,Nov-16,5.292153929
2547,Nov-16,4.723016822
2553,Nov-16,5.07059257
2561,Nov-16,5.722768363
2582,Nov-16,5.292153929
2583,Nov-16,6.793132399
2584,Nov-16,6.501109382
2585,Nov-16,5.351362178
2586,Nov-16,4.723016822
2591,Nov-16,6.703793673
2593,Nov-16,5.226703564
2604,Nov-16,5.657311097
2606,Nov-16,4.909401781
2615,Nov-16,6.063309126
2620,Nov-16,6.266691431
2623,Nov-16,5.292153929
2624,Nov-16,5.995049416
2628,Nov-16,6.722718659
2631,Nov-16,5.657311097
2633,Nov-16,5.722768363
2646,Nov-16,3.862594545
2651,Nov-16,6.153413856
2653,Nov-16,5.657311097
2663,Nov-16,5.722768363
2682,Nov-16,5.292153929
2686,Nov-16,6.83599934
2690,Nov-16,5.621800638
2695,Nov-16,4.8616016
2698,Nov-16,5.722768363
2712,Nov-16,6.05244065
2719,Nov-16,4.974842946
2724,Nov-16,6.83599934
2726,Nov-16,5.292153929
2735,Nov-16,5.266794974
2736,Nov-16,5.836040761
2737,Nov-16,6.292054527
2742,Nov-16,6.83599934
2743,Nov-16,4.723016822
2749,Nov-16,6.212630577
2751,Nov-16,5.722768363
2754,Nov-16,5.722768363
2760,Nov-16,5.226703564
2762,Nov-16,5.753080438
2763,Nov-16,5.292153929
2764,Nov-16,5.885770109
2774,Nov-16,4.995209729
2778,Nov-16,4.723016822
2785,Nov-16,6.552205383
2796,Nov-16,5.722768363
2797,Nov-16,4.974842946
2801,Nov-16,6.584074882
2805,Nov-16,5.781982259
2806,Nov-16,6.532268326
2813,Nov-16,4.292650699
2819,Nov-16,5.292153929
2822,Nov-16,6.014774739
2824,Nov-16,4.723016822
2827,Nov-16,6.405333138
2830,Nov-16,5.121675962
2831,Nov-16,6.722718659
2832,Nov-16,4.544373396
2834,Nov-16,6.240248782
2837,Nov-16,5.292153929
2838,Nov-16,6.405333138
2844,Nov-16,5.405415974
2847,Nov-16,6.83599934
2855,Nov-16,5.97467729
2857,Nov-16,6.464550799
2860,Nov-16,5.292153929
2862,Nov-16,5.07059257
2865,Nov-16,5.292153929
2871,Nov-16,6.316422771
2876,Nov-16,5.405415974
2878,Nov-16,5.58413701
2894,Nov-16,6.240248782
2896,Nov-16,6.153413856
2901,Nov-16,4.909401781
2902,Nov-16,5.304455557
2911,Nov-16,4.723016822
2922,Nov-16,6.014774739
2930,Nov-16,5.836040761
2932,Nov-16,6.758922464
2939,Nov-16,5.722768363
2942,Nov-16,4.782208137
2948,Nov-16,6.722718659
2949,Nov-16,5.657311097
2953,Nov-16,5.07059257
2954,Nov-16,4.974842946
2955,Nov-16,6.147169545
2957,Nov-16,6.643293014
2962,Nov-16,5.292153929
2965,Nov-16,6.010879453
2971,Nov-16,6.608443483
2973,Nov-16,6.479433339
2983,Nov-16,5.657311097
2993,Nov-16,5.97467729
2995,Nov-16,5.629066946
2996,Nov-16,5.931812567
2998,Nov-16,7.643281717
3001,Nov-16,5.292153929
3004,Nov-16,5.405415974
3006,Nov-16,4.723016822
3015,Nov-16,4.723016822
3019,Nov-16,5.722768363
3028,Nov-16,5.292153929
3032,Nov-16,6.137683814
3035,Nov-16,6.83599934
3039,Nov-16,5.584137011
3050,Nov-16,5.861402821
3057,Nov-16,6.362466936
3076,Nov-16,5.885770109
3077,Nov-16,4.544373396
3085,Nov-16,4.974842946
3086,Nov-16,5.405415974
3091,Nov-16,5.58413701
3094,Nov-16,5.885770109
3107,Nov-16,5.722768363
3111,Nov-16,5.931812567
3113,Nov-16,6.316422771
3123,Nov-16,4.723016822
3127,Nov-16,4.40582999
3130,Nov-16,4.723016822
3131,Nov-16,4.723016822
3132,Nov-16,5.836040761
3133,Nov-16,4.974842946
3137,Nov-16,4.544373396
3138,Nov-16,4.292650699
3140,Nov-16,5.153538105
3145,Nov-16,5.292153929
3148,Nov-16,4.723016822
3156,Nov-16,4.8616016
3158,Nov-16,5.292153929
3168,Nov-16,6.405333138
3175,Nov-16,5.351362178
3179,Nov-16,5.405415974
3180,Nov-16,4.8616016
3184,Nov-16,5.931812567
3191,Nov-16,6.405333138
3192,Nov-16,6.014774739
3203,Nov-16,6.134489447
3204,Nov-16,5.722768363
3206,Nov-16,6.518612438
3210,Nov-16,5.58413701
3217,Nov-16,5.722768363
3218,Nov-16,5.105110467
3220,Nov-16,3.975670565
3236,Nov-16,6.390663998
3237,Nov-16,6.121545176
3239,Nov-16,5.657311097
3244,Nov-16,5.316518349
3247,Nov-16,3.862594545
3249,Nov-16,6.087953139
3255,Nov-16,6.292054527
3264,Nov-16,4.974842946
3265,Nov-16,6.05244065
3267,Nov-16,6.05244065
3271,Nov-16,5.931812567
3272,Nov-16,5.69740682
3274,Nov-16,6.33987127
3280,Nov-16,5.753080438
3281,Nov-16,4.292650699
3284,Nov-16,4.723016822
3286,Nov-16,6.501109382
3289,Nov-16,4.227255494
3290,Nov-16,4.723016822
3294,Nov-16,5.292153929
3307,Nov-16,6.31642277
3308,Nov-16,5.781982259
3311,Nov-16,5.328351404
3317,Nov-16,5.292153929
3326,Nov-16,6.405333138
3331,Nov-16,6.153413856
3338,Nov-16,4.723016822
3339,Nov-16,5.292153929
3350,Nov-16,6.153413856
3351,Nov-16,5.501180385
3356,Nov-16,4.723016822
3358,Nov-16,6.629009152
3366,Nov-16,6.83599934
3369,Nov-16,6.121545176
3377,Nov-16,5.97467729
3380,Nov-16,6.153413856
3382,Nov-16,4.723016822
3387,Nov-16,5.722768363
3394,Nov-16,5.657311097
3396,Nov-16,5.351362178
3405,Nov-16,5.292153929
3406,Nov-16,6.80412957
3407,Nov-16,6.18372741
3410,Nov-16,6.070450575
3412,Nov-16,6.198347042
3419,Nov-16,5.226703564
3431,Nov-16,5.722768363
3433,Nov-16,5.690901317
3452,Nov-16,5.292153929
3454,Nov-16,5.722768363
3461,Nov-16,6.584074882
3462,Nov-16,6.266691431
3465,Nov-16,6.104976146
3470,Nov-16,5.292153929
3476,Nov-16,5.931812567
3477,Nov-16,5.405415974
3478,Nov-16,4.455523524
3482,Nov-16,5.405415974
3488,Nov-16,6.982055693
3492,Nov-16,5.722768363
3496,Nov-16,5.97467729
3508,Nov-16,6.070450575
3520,Nov-16,6.464550799
3527,Nov-16,5.781982259
3538,Nov-16,6.584074882
3541,Nov-16,5.722768363
3543,Nov-16,6.316422771
3547,Nov-16,6.722718659
3552,Nov-16,5.885770109
3566,Nov-16,5.885770109
3572,Nov-16,6.014774739
3585,Nov-16,5.861402821
3590,Nov-16,5.629066946
3591,Nov-16,5.292153929
3594,Nov-16,4.974842946
3612,Nov-16,6.014774739
3615,Nov-16,4.292650699
3616,Nov-16,5.153538105
3621,Nov-16,5.722768363
3624,Nov-16,4.974842946
3626,Nov-16,5.836040761
3627,Nov-16,4.723016822
3631,Nov-16,5.909217723
3641,Nov-16,4.723016822
3643,Nov-16,5.722768363
3654,Nov-16,5.722768363
3656,Nov-16,5.931812567
3665,Nov-16,4.292650699
3668,Nov-16,3.862594545
3671,Nov-16,5.292153929
3673,Nov-16,6.240248782
3683,Nov-16,5.657311097
3688,Nov-16,3.862594545
3691,Nov-16,6.946686099
3700,Nov-16,6.292054527
3701,Nov-16,6.33987127
3702,Nov-16,5.836040761
3705,Nov-16,5.836040761
3706,Nov-16,5.722768363
3712,Nov-16,5.584137011
3714,Nov-16,5.501180385
3717,Nov-16,4.292650699
3718,Nov-16,6.240248782
3719,Nov-16,5.121675962
3721,Nov-16,4.544373396
3724,Nov-16,5.722768363
3725,Nov-16,3.862594545
3728,Nov-16,5.153538105
3730,Nov-16,4.723016822
3742,Nov-16,5.292153929
3743,Nov-16,5.722768363
3752,Nov-16,5.45514134
3758,Nov-16,4.544373396
3760,Nov-16,4.753317069
3761,Nov-16,6.153413856
3763,Nov-16,5.861402821
3769,Nov-16,6.405333138
3774,Nov-16,3.862594545
3775,Nov-16,4.723016822
3776,Nov-16,5.781982259
3777,Nov-16,5.722768363
3778,Nov-16,6.153413856
3780,Nov-16,5.153538105
3782,Nov-16,6.014774739
3783,Nov-16,5.97467729
3787,Nov-16,5.292153929
3792,Nov-16,4.292650699
3800,Nov-16,5.405415974
3803,Nov-16,5.501180385
3808,Nov-16,6.183727411
3811,Nov-16,4.292650699
3812,Nov-16,4.8616016
3813,Nov-16,4.974842946
3820,Nov-16,6.325908622
3823,Nov-16,5.931812567
3828,Nov-16,5.07059257
3829,Nov-16,4.351813812
3839,Nov-16,5.405415974
3840,Nov-16,4.974842946
3850,Nov-16,5.722768363
3851,Nov-16,6.153413856
3854,Nov-16,6.405333138
3855,Nov-16,4.544373396
3856,Nov-16,5.722768363
3859,Nov-16,6.405333138
3861,Nov-16,6.153413856
3865,Nov-16,5.836040761
3870,Nov-16,5.97467729
3874,Nov-16,6.33987127
3875,Nov-16,4.657587153
3876,Nov-16,5.722768363
3882,Nov-16,6.153413856
3897,Nov-16,3.862594545
3900,Nov-16,4.974842946
3902,Nov-16,6.582519638
3906,Nov-16,5.722768363
3908,Nov-16,5.931812567
3909,Nov-16,5.58413701
3910,Nov-16,3.862594545
3911,Nov-16,6.292054527
3919,Nov-16,4.723016822
3920,Nov-16,5.966337658
3924,Nov-16,6.445431881
3926,Nov-16,6.266691431
3939,Nov-16,6.856372469
3945,Nov-16,4.544373396
3952,Nov-16,5.781982259
3953,Nov-16,6.735022479
3957,Nov-16,5.405415974
3961,Nov-16,4.292650699
3967,Nov-16,6.974644153
3969,Nov-16,5.292153929
3971,Nov-16,6.153413856
3973,Nov-16,5.657311097
3974,Nov-16,5.153538105
3979,Nov-16,4.723016822
3983,Nov-16,5.657311097
3986,Nov-16,5.722768363
3987,Nov-16,4.974842946
3988,Nov-16,6.793132399
3991,Nov-16,5.292153929
3996,Nov-16,6.087953139
4002,Nov-16,5.226703564
4014,Nov-16,5.121675962
4015,Nov-16,4.723016822
4016,Nov-16,5.931812567
4025,Nov-16,4.723016822
4035,Nov-16,5.781982259
4043,Nov-16,3.862594545
4046,Nov-16,5.836040761
4048,Nov-16,4.292650699
4059,Nov-16,6.014774739
4073,Nov-16,5.657311097
4076,Nov-16,3.862594545
4077,Nov-16,6.629009151
4081,Nov-16,5.722768363
4085,Nov-16,4.544373396
4089,Nov-16,5.836040761
4095,Nov-16,4.723016822
4099,Nov-16,5.415684509
4107,Nov-16,6.183727411
4112,Nov-16,3.975670565
4123,Nov-16,5.153538105
4127,Nov-16,4.974842946
4129,Nov-16,5.9536145
4131,Nov-16,4.723016822
4133,Nov-16,5.292153929
4140,Nov-16,5.153538105
4142,Nov-16,5.584137011
4156,Nov-16,5.584137011
4163,Nov-16,5.405415974
4164,Nov-16,5.153538105
4168,Nov-16,5.501180385
4169,Nov-16,5.781982259
4170,Nov-16,5.722768363
4179,Nov-16,5.501180385
4181,Nov-16,4.909401781
4186,Nov-16,5.292153929
4189,Nov-16,5.198462624
4193,Nov-16,5.690901317
4194,Nov-16,7.183703741
4196,Nov-16,5.153538105
4200,Nov-16,5.226703564
4204,Nov-16,5.781982259
4207,Nov-16,4.723016822
4209,Nov-16,4.723016822
4224,Nov-16,5.153538105
4225,Nov-16,5.781982259
4226,Nov-16,6.014774739
4232,Nov-16,5.722768363
4233,Nov-16,5.735071209
4240,Nov-16,5.501180385
4247,Nov-16,5.722768363
4249,Nov-16,3.862594545
4263,Nov-16,4.292650699
4265,Nov-16,5.722768363
4267,Nov-16,5.97467729
4271,Nov-16,6.518612438
4272,Nov-16,4.974842946
4275,Nov-16,5.292153929
4288,Nov-16,6.153413856
4289,Nov-16,6.153413856
4294,Nov-16,6.212630577
4304,Nov-16,6.153413856
4309,Nov-16,6.328257629
4326,Nov-16,6.405333138
4332,Nov-16,5.501180385
4337,Nov-16,5.153538105
4340,Nov-16,6.405333138
4343,Nov-16,4.974842946
4347,Nov-16,4.544373396
4352,Nov-16,5.292153929
4353,Nov-16,6.856372469
4370,Nov-16,4.292650699
4373,Nov-16,4.974842946
4374,Nov-16,5.501180385
4377,Nov-16,5.153538105
4380,Nov-16,6.999013034
4395,Nov-16,5.931812567
4396,Nov-16,5.885770109
4407,Nov-16,5.58413701
4408,Nov-16,4.753317069
4410,Nov-16,5.722768363
