uid,age,sex,active_date,limited
69281,30,1,2016/6/28,6.153413856
6163,35,1,2016/3/18,6.292054527
71365,25,2,2016/5/25,6.292054527
50408,35,1,2016/6/16,6.292054527
16253,30,1,2016/3/18,6.153413856
14148,40,1,2016/5/24,6.292054527
19804,25,1,2016/6/13,5.722768363
23622,30,1,2016/2/16,6.153413856
35882,35,2,2016/4/26,5.722768363
50842,40,1,2016/1/15,5.722768363
72992,35,1,2016/4/15,6.292054527
19863,35,1,2016/1/1,6.292054527
28849,35,2,2016/2/16,5.292153929
7517,35,1,2016/1/1,6.292054527
32157,35,1,2016/6/17,6.292054527
10608,30,1,2016/5/24,6.292054527
65931,40,1,2016/1/29,5.97467729
35089,50,2,2016/6/26,5.722768363
11305,30,1,2016/4/20,6.292054527
82920,35,1,2016/4/20,6.292054527
42083,40,1,2016/2/17,5.722768363
15472,30,1,2016/4/12,5.722768363
21426,45,2,2016/4/25,6.292054527
50443,25,1,2016/3/15,5.292153929
43461,35,2,2016/4/20,5.97467729
77868,25,1,2016/2/5,6.153413856
69023,35,1,2016/1/28,6.153413856
51191,40,1,2016/4/2,6.292054527
67587,35,1,2015/12/16,5.722768363
50569,35,1,2016/6/2,6.292054527
73035,35,1,2015/12/3,6.292054527
82973,25,1,2016/6/16,5.97467729
87164,30,1,2016/5/23,5.292153929
11573,50,1,2016/2/17,5.292153929
15511,30,1,2016/3/17,5.722768363
20223,35,1,2016/6/23,6.292054527
18464,25,1,2015/12/30,5.292153929
51194,35,1,2015/12/31,6.292054527
21043,30,1,2015/12/17,5.97467729
81789,30,1,2016/3/17,6.153413856
58706,30,1,2015/12/12,6.153413856
4945,40,1,2016/6/23,5.97467729
82434,30,1,2016/2/10,6.153413856
19986,30,1,2016/4/24,5.292153929
45271,30,1,2016/3/3,5.97467729
35903,35,1,2015/12/7,6.292054527
61689,45,1,2016/1/29,5.292153929
32710,35,2,2016/2/16,5.97467729
61210,25,1,2016/1/30,5.97467729
69936,30,2,2016/4/29,6.292054527
68082,30,1,2015/12/30,6.153413856
26666,35,1,2016/2/15,5.722768363
18819,35,1,2016/4/20,5.722768363
57594,35,2,2016/6/24,6.292054527
52926,40,1,2016/1/6,5.722768363
43267,25,1,2016/6/20,6.153413856
58647,30,1,2016/4/20,6.292054527
37485,35,1,2016/5/18,5.292153929
87226,45,1,2016/2/6,6.292054527
37702,35,1,2016/5/21,5.97467729
44449,40,2,2016/2/16,5.722768363
31503,35,2,2016/5/18,6.292054527
72815,30,1,2016/4/21,6.153413856
13716,40,1,2015/12/18,6.292054527
50116,30,1,2016/4/14,6.292054527
45987,40,1,2015/12/8,6.292054527
33464,30,2,2016/6/20,6.292054527
73258,30,2,2016/1/28,6.292054527
63730,25,1,2016/4/25,5.722768363
45679,35,1,2015/12/30,6.292054527
60542,25,1,2016/5/21,5.97467729
90767,30,1,2016/6/16,5.722768363
85953,25,1,2016/3/19,5.722768363
62009,40,2,2016/6/19,6.292054527
88576,40,2,2016/1/18,5.97467729
38006,30,1,2016/5/13,5.292153929
14916,30,1,2016/5/7,5.292153929
215,40,1,2016/3/10,5.722768363
16112,40,1,2016/1/27,6.292054527
70505,25,2,2016/4/20,5.722768363
46958,35,1,2016/2/6,5.97467729
9475,30,2,2016/6/16,6.292054527
50922,35,2,2016/6/17,6.292054527
52832,25,1,2016/3/12,6.153413856
70756,25,1,2016/6/26,5.292153929
86376,35,1,2015/12/31,5.722768363
48705,50,1,2016/4/20,6.292054527
40924,30,1,2016/6/3,6.153413856
14389,30,1,2016/5/18,5.292153929
57124,35,1,2016/3/14,5.292153929
75479,40,1,2016/6/21,5.97467729
16966,45,2,2015/12/31,5.97467729
54672,30,1,2015/12/17,5.722768363
15608,25,1,2016/6/20,5.97467729
66681,30,2,2015/12/30,5.97467729
37377,25,1,2016/5/11,6.153413856
17852,35,1,2015/12/31,6.292054527
63855,30,1,2016/4/26,5.722768363
12103,30,1,2016/1/2,5.722768363
88142,35,1,2016/6/29,6.292054527
75924,35,1,2016/5/6,6.292054527
39453,30,2,2016/6/17,5.292153929
46931,30,1,2016/4/14,6.292054527
7256,35,1,2016/1/29,6.292054527
73767,35,1,2016/6/16,5.97467729
19486,35,1,2016/1/28,5.292153929
38835,25,1,2016/6/21,5.292153929
67321,35,2,2016/2/16,5.722768363
90673,35,1,2016/5/3,5.292153929
42178,30,1,2016/6/29,6.292054527
84878,25,1,2016/5/20,5.292153929
13663,30,1,2016/3/12,5.97467729
21991,40,1,2016/1/6,6.292054527
61770,25,1,2016/5/20,5.292153929
22308,30,1,2016/2/24,6.153413856
45365,25,1,2016/5/21,5.292153929
58088,25,2,2016/2/4,5.97467729
8797,25,1,2016/6/12,6.153413856
28664,35,1,2016/4/26,6.292054527
18447,40,1,2015/12/17,6.292054527
13800,25,1,2016/4/26,6.292054527
83157,25,2,2016/4/14,5.722768363
37283,30,1,2015/12/17,5.97467729
66528,30,2,2016/5/10,6.292054527
71196,25,1,2016/3/18,5.97467729
29120,25,1,2016/6/6,5.292153929
53138,35,1,2015/12/6,6.292054527
73447,30,2,2016/3/21,5.292153929
85897,30,1,2016/1/27,5.722768363
76219,35,1,2016/3/29,6.292054527
77018,25,1,2016/4/14,6.292054527
27435,35,1,2016/3/12,5.292153929
10505,35,1,2016/4/30,5.292153929
37511,30,1,2016/3/18,5.292153929
29637,30,1,2016/6/16,6.292054527
87114,30,1,2016/5/3,5.722768363
16149,35,2,2015/12/30,5.97467729
21524,35,1,2016/2/16,6.292054527
53781,50,2,2016/1/3,5.97467729
7152,40,1,2015/12/28,5.97467729
15507,30,1,2016/1/6,5.97467729
45900,45,1,2016/3/17,6.153413856
52618,35,1,2016/3/15,5.292153929
17310,30,1,2015/12/31,5.97467729
54176,35,1,2016/4/18,6.153413856
24387,30,2,2016/4/21,6.292054527
32032,25,1,2016/1/27,5.97467729
35500,40,2,2016/6/16,6.292054527
12036,35,1,2016/3/16,5.97467729
75544,25,2,2016/5/3,5.292153929
80796,35,2,2016/1/13,5.97467729
65737,25,1,2016/6/15,6.292054527
34296,25,1,2016/1/27,5.292153929
33155,35,1,2016/4/11,5.97467729
69860,25,1,2015/12/16,5.722768363
67783,40,1,2015/12/3,6.292054527
43426,35,1,2016/5/23,5.292153929
36562,35,1,2016/5/2,6.153413856
23694,25,1,2016/6/3,5.292153929
76734,35,1,2016/2/2,5.722768363
70759,35,1,2016/1/1,5.722768363
68358,35,1,2016/2/11,6.292054527
69919,50,1,2016/5/24,5.292153929
25928,35,1,2016/2/6,6.153413856
54647,40,1,2015/12/17,5.722768363
42865,25,1,2016/2/11,5.97467729
50650,25,1,2016/2/7,5.97467729
47978,45,1,2015/12/2,5.97467729
85445,25,1,2016/4/27,5.292153929
69663,40,1,2016/3/29,6.292054527
44242,25,2,2016/4/27,6.153413856
73637,30,1,2015/12/23,6.292054527
52932,40,1,2016/2/9,6.153413856
53062,30,1,2015/12/17,5.722768363
47387,35,1,2015/12/17,6.292054527
18520,35,1,2016/6/30,5.97467729
80220,35,1,2016/3/1,6.292054527
86622,30,1,2016/5/21,5.722768363
37128,35,1,2016/2/13,5.97467729
68370,50,1,2016/3/28,6.292054527
21115,35,1,2016/2/24,6.292054527
66965,30,1,2016/5/2,5.97467729
24277,30,1,2016/1/28,5.722768363
77283,50,1,2016/6/15,6.153413856
57880,40,1,2016/1/5,6.153413856
40244,30,1,2016/2/16,5.97467729
46636,50,1,2016/4/15,5.722768363
66765,35,1,2016/3/22,5.97467729
3980,40,1,2016/3/15,5.97467729
89209,40,1,2016/5/7,6.153413856
49425,35,1,2016/5/19,5.292153929
26778,40,1,2016/1/28,5.722768363
33646,40,1,2016/2/13,5.97467729
82071,50,1,2016/5/29,6.292054527
651,25,1,2016/4/15,6.292054527
12674,30,1,2016/3/16,5.292153929
90722,35,1,2016/1/17,6.292054527
61186,35,1,2016/5/5,6.292054527
11295,30,1,2016/6/28,6.292054527
22511,45,1,2016/2/16,5.97467729
71307,35,1,2016/5/27,5.292153929
58287,30,1,2016/4/20,5.292153929
47427,30,1,2016/3/31,5.97467729
87186,35,1,2015/12/31,6.292054527
80014,35,1,2016/6/10,5.97467729
40164,45,1,2016/6/19,6.292054527
69244,25,1,2016/5/3,6.153413856
73980,35,1,2016/5/2,5.292153929
85844,25,1,2016/5/19,6.153413856
3405,35,1,2016/2/5,5.292153929
51602,35,1,2016/5/31,5.292153929
86240,35,1,2016/5/25,6.153413856
78923,30,1,2016/6/2,5.722768363
14632,30,2,2016/5/14,5.292153929
22949,35,1,2015/12/20,6.153413856
80532,40,1,2016/1/15,6.292054527
8738,25,1,2016/5/26,5.292153929
90652,35,1,2016/6/3,5.292153929
33100,40,1,2016/3/18,5.292153929
4563,30,2,2015/12/26,6.153413856
49254,25,1,2016/5/26,5.292153929
37689,35,1,2016/4/30,6.292054527
48942,25,1,2016/4/20,5.722768363
36177,50,1,2015/12/22,6.292054527
89525,30,1,2016/6/18,6.292054527
67277,35,1,2016/5/26,5.722768363
54330,35,1,2016/5/31,5.292153929
17134,30,1,2015/12/5,6.292054527
64879,35,2,2016/3/23,5.722768363
45292,30,1,2016/1/28,6.153413856
69456,35,1,2016/4/23,6.153413856
87594,35,1,2016/5/1,5.97467729
21125,30,2,2016/5/26,5.97467729
12953,40,1,2016/4/26,6.153413856
57550,25,1,2016/2/16,5.722768363
89165,30,2,2016/6/17,5.292153929
87107,30,1,2016/6/19,6.153413856
40291,40,1,2015/12/5,6.292054527
18196,35,1,2015/12/29,5.97467729
5474,40,1,2016/2/12,5.97467729
22015,40,1,2016/6/8,6.292054527
49850,30,1,2016/2/29,5.97467729
15564,35,1,2016/2/17,6.153413856
41162,35,1,2016/3/15,6.292054527
22338,30,2,2016/6/16,6.153413856
50298,30,1,2016/2/4,5.292153929
14979,25,1,2016/6/19,5.292153929
87488,30,1,2016/4/21,5.722768363
12972,30,1,2016/2/16,6.292054527
12110,35,1,2016/4/15,5.722768363
12419,30,2,2015/12/27,6.153413856
20281,30,1,2016/3/22,6.292054527
2838,45,1,2016/4/21,6.292054527
71711,40,1,2015/12/11,6.292054527
49292,35,1,2015/12/17,6.292054527
55141,35,2,2016/2/16,6.153413856
6904,35,1,2015/12/30,5.722768363
5685,30,1,2016/5/22,5.97467729
81079,45,1,2016/4/20,5.97467729
3665,30,1,2016/2/25,5.97467729
27553,25,1,2016/1/5,5.722768363
43800,35,1,2015/12/19,6.292054527
2202,30,2,2015/12/19,6.292054527
9379,25,1,2016/2/16,5.292153929
25079,35,1,2016/6/15,5.292153929
81713,30,2,2015/12/16,6.292054527
54936,30,1,2016/3/23,6.153413856
6027,30,2,2016/3/29,6.153413856
87477,35,1,2016/6/21,6.292054527
39590,35,1,2016/2/12,6.292054527
86037,35,1,2016/2/16,5.97467729
88939,30,1,2016/1/2,5.722768363
57408,35,1,2016/5/1,6.292054527
25698,45,1,2016/2/17,6.153413856
50065,45,1,2016/4/22,6.292054527
61960,35,1,2016/2/16,6.292054527
65985,35,1,2016/4/14,5.97467729
4827,30,1,2016/6/7,6.292054527
84146,40,1,2016/3/9,6.153413856
36555,45,1,2016/3/26,5.292153929
64042,35,1,2015/12/20,6.153413856
85301,35,1,2016/5/24,6.292054527
56161,35,1,2016/3/18,5.292153929
8061,30,1,2016/3/21,5.292153929
83657,30,1,2016/5/17,5.292153929
37617,35,1,2016/2/2,5.97467729
90275,25,1,2016/5/10,6.292054527
82275,40,1,2016/2/3,5.97467729
32220,45,1,2016/4/23,5.97467729
40569,40,1,2016/6/28,6.292054527
5992,35,1,2016/4/24,5.97467729
41668,30,1,2015/12/10,5.97467729
850,30,1,2016/4/13,6.292054527
15,30,1,2016/2/8,5.722768363
69621,35,1,2016/6/7,5.97467729
90365,30,1,2016/3/24,5.97467729
85890,45,1,2016/2/4,5.97467729
75506,35,1,2015/12/10,6.153413856
597,50,1,2016/2/6,5.97467729
40037,25,1,2016/2/12,5.292153929
59236,30,1,2016/5/11,5.292153929
18387,45,2,2016/6/16,5.292153929
67455,35,1,2016/2/12,5.97467729
71692,40,1,2016/2/1,5.97467729
55596,30,1,2016/5/19,6.292054527
21473,35,1,2016/2/25,5.292153929
26017,40,1,2016/4/15,6.292054527
27087,35,1,2016/2/22,5.97467729
19179,30,1,2015/12/28,5.292153929
69516,35,1,2016/1/2,5.97467729
24348,40,1,2016/3/26,5.722768363
28467,40,1,2015/12/17,6.292054527
43748,25,1,2016/6/13,5.292153929
2428,30,1,2016/3/15,5.292153929
29593,30,1,2016/6/18,5.97467729
20098,40,1,2016/1/28,5.97467729
17933,40,1,2016/2/26,5.722768363
75959,25,1,2015/12/2,6.153413856
37049,35,1,2016/1/28,6.292054527
21771,25,1,2016/4/7,5.292153929
55255,35,1,2016/6/17,6.292054527
31628,30,1,2016/3/18,5.722768363
50325,35,1,2016/4/17,5.722768363
62298,40,1,2016/5/4,6.292054527
24003,30,1,2016/1/17,5.97467729
68658,35,1,2015/12/18,5.292153929
74929,25,1,2016/4/27,5.722768363
16602,35,2,2016/6/22,6.292054527
46832,35,1,2016/5/11,6.292054527
86073,25,1,2016/1/28,5.722768363
60419,30,1,2016/3/29,5.292153929
8379,40,1,2016/3/29,5.292153929
31392,40,1,2016/4/15,6.292054527
20113,35,1,2016/3/30,5.97467729
18770,30,1,2016/3/2,5.722768363
64279,30,1,2016/4/21,6.292054527
65345,25,2,2016/5/17,5.292153929
33028,30,1,2016/6/20,5.97467729
64322,30,1,2016/2/5,5.722768363
2682,35,2,2016/3/13,5.722768363
20585,30,1,2016/3/23,5.292153929
22568,30,1,2016/4/27,6.153413856
18960,30,1,2016/3/23,5.97467729
9529,30,1,2016/5/30,6.153413856
1082,35,2,2016/6/21,6.153413856
8375,30,2,2016/1/29,5.292153929
88778,30,1,2016/5/3,6.292054527
19211,45,1,2016/3/14,5.292153929
86345,40,1,2016/5/31,6.153413856
32532,35,1,2015/12/26,5.292153929
12295,25,1,2015/12/31,5.97467729
42224,40,2,2016/6/16,5.292153929
83532,35,1,2016/5/7,5.292153929
88448,30,1,2016/2/9,5.97467729
19032,30,1,2016/1/28,5.292153929
85971,30,1,2016/4/28,5.722768363
78352,30,1,2016/3/23,5.292153929
56391,45,1,2016/6/19,5.97467729
87491,35,1,2015/12/19,5.97467729
57311,35,1,2016/5/24,5.292153929
72650,35,1,2016/1/20,6.292054527
46104,30,2,2016/1/28,5.292153929
32425,30,2,2016/5/7,6.292054527
35972,45,1,2016/3/12,6.292054527
32261,25,2,2016/1/20,6.153413856
71118,25,1,2016/3/12,5.722768363
14893,25,1,2016/3/17,5.292153929
85177,40,1,2015/12/29,5.722768363
80392,30,1,2016/6/16,6.153413856
24864,25,1,2016/6/29,5.97467729
67967,30,2,2016/6/6,5.292153929
52004,30,2,2016/5/19,6.292054527
84277,45,1,2016/2/10,5.292153929
19289,40,1,2016/3/10,5.722768363
73995,30,1,2016/3/29,5.722768363
80873,30,1,2016/3/14,5.292153929
15014,25,1,2016/4/23,6.153413856
48421,30,1,2016/4/27,5.97467729
32,30,1,2016/6/6,5.97467729
3705,30,1,2016/6/16,5.97467729
87409,30,1,2016/5/30,5.97467729
77839,35,1,2016/2/17,5.722768363
57509,30,1,2015/12/17,5.97467729
62718,25,1,2016/5/14,5.292153929
59002,30,1,2016/3/13,5.722768363
63709,30,1,2016/5/15,6.292054527
57151,30,1,2016/6/28,6.292054527
72332,35,1,2015/12/30,5.722768363
49904,30,2,2016/6/21,6.292054527
23658,35,1,2016/3/29,5.722768363
13797,30,1,2015/12/17,6.153413856
21207,30,1,2016/3/16,6.153413856
60423,35,1,2015/12/31,6.292054527
1468,35,1,2015/12/17,6.153413856
81916,25,2,2015/12/26,6.153413856
2080,35,1,2015/12/16,6.292054527
72128,25,2,2016/2/16,6.292054527
86418,30,1,2016/5/4,5.722768363
85939,30,1,2016/3/10,5.97467729
27933,25,1,2016/3/17,5.97467729
75619,30,1,2016/1/28,5.97467729
25537,45,2,2016/6/17,5.97467729
4948,25,1,2016/4/19,5.722768363
61896,25,1,2016/2/19,6.292054527
57621,40,1,2016/6/4,6.153413856
70666,30,1,2016/6/18,5.722768363
70408,30,1,2016/4/20,5.97467729
39007,40,1,2016/6/4,6.153413856
89854,25,1,2016/5/27,5.292153929
7212,30,1,2016/5/21,5.292153929
49022,40,1,2016/6/18,6.292054527
5321,45,1,2016/4/3,5.97467729
51662,25,1,2016/5/24,5.97467729
19694,30,1,2016/1/1,5.722768363
70025,25,1,2016/2/16,5.722768363
306,45,1,2016/6/9,6.153413856
55837,30,1,2016/2/3,5.97467729
13046,30,1,2016/6/2,6.153413856
83902,25,1,2016/2/6,6.153413856
11799,35,1,2016/1/28,6.292054527
68356,30,1,2016/4/22,6.292054527
89082,35,1,2016/4/22,5.292153929
65546,35,1,2016/2/18,6.292054527
68225,30,1,2016/4/19,5.97467729
15031,45,1,2016/2/17,6.292054527
61583,25,1,2016/2/10,6.292054527
27257,35,1,2016/2/8,6.153413856
42820,40,1,2016/2/12,6.153413856
56711,30,1,2016/5/24,6.292054527
40150,35,1,2016/4/21,6.292054527
6742,25,1,2016/6/14,5.292153929
42541,40,1,2015/12/18,5.97467729
79354,30,1,2016/2/9,6.153413856
61688,35,1,2016/6/11,6.292054527
70080,40,1,2016/3/19,5.292153929
15586,40,1,2016/1/18,5.97467729
21240,35,1,2016/5/13,5.97467729
9058,30,1,2016/5/12,5.722768363
7503,35,1,2016/5/24,6.292054527
70180,30,1,2016/6/27,6.292054527
88818,30,1,2016/1/28,5.722768363
75,30,1,2016/6/18,6.153413856
42302,30,1,2016/2/20,6.292054527
32233,30,1,2016/5/21,5.722768363
85252,45,1,2016/3/15,6.153413856
18401,50,1,2016/5/15,5.292153929
79505,40,2,2016/3/24,5.292153929
63322,25,1,2016/6/7,5.292153929
53441,50,1,2016/1/31,6.292054527
45137,25,1,2016/4/28,5.292153929
41432,25,1,2016/4/13,6.292054527
84529,25,1,2016/5/20,6.153413856
10518,30,1,2016/5/30,5.97467729
60977,25,1,2015/12/21,5.722768363
78201,35,1,2016/4/27,5.292153929
70222,35,1,2016/3/29,5.722768363
10728,30,1,2016/1/27,6.153413856
85280,30,2,2016/5/31,6.153413856
55280,25,1,2016/6/12,5.292153929
19576,35,1,2016/1/27,6.153413856
82205,25,1,2015/12/3,5.722768363
38677,25,2,2016/3/30,5.292153929
60121,35,1,2016/4/24,5.722768363
19159,30,1,2016/4/20,5.292153929
52649,40,2,2016/6/16,5.292153929
39096,25,1,2016/4/14,5.97467729
11189,40,1,2016/1/9,5.97467729
20689,30,2,2016/4/22,6.292054527
82348,30,1,2015/12/2,5.292153929
22668,40,1,2016/2/17,6.292054527
67700,35,1,2016/5/26,5.97467729
16843,25,1,2016/5/4,5.722768363
15833,30,1,2016/4/19,5.722768363
21216,30,1,2015/12/27,6.292054527
74934,25,2,2016/2/22,6.292054527
17283,40,1,2016/1/28,5.97467729
4221,35,1,2016/1/28,6.292054527
70970,25,1,2016/6/17,5.97467729
62653,30,1,2016/4/13,5.722768363
18891,30,1,2016/2/8,5.97467729
37724,35,1,2016/6/5,5.722768363
70696,30,1,2016/4/15,6.153413856
60054,30,1,2016/6/15,5.722768363
23902,30,2,2016/5/4,6.153413856
82174,30,2,2016/1/28,5.292153929
63843,40,1,2016/3/31,6.292054527
75534,35,1,2015/12/18,6.292054527
71587,35,1,2016/3/1,5.97467729
39443,30,1,2016/6/23,6.292054527
28102,35,1,2016/2/17,5.722768363
73061,30,1,2016/1/28,5.97467729
80281,30,1,2016/1/5,5.97467729
20347,35,1,2016/3/30,5.292153929
71158,30,1,2016/1/5,5.292153929
3339,40,1,2016/3/29,5.722768363
56966,25,1,2016/5/3,5.292153929
9842,35,1,2016/6/21,5.97467729
71190,25,1,2016/3/26,5.292153929
26633,35,1,2016/1/29,6.153413856
41894,30,2,2016/2/17,5.722768363
41913,30,1,2016/4/19,5.97467729
14237,35,1,2016/2/5,6.292054527
51809,30,1,2016/1/6,5.722768363
15938,30,1,2016/4/15,6.292054527
22948,35,1,2015/12/29,5.97467729
31969,30,1,2016/5/3,6.292054527
14654,25,1,2016/1/5,5.292153929
88151,40,1,2016/1/28,5.97467729
56433,30,1,2016/2/4,6.153413856
39988,40,1,2016/5/21,6.292054527
61700,45,1,2016/3/22,5.292153929
80805,40,1,2015/12/17,6.292054527
51399,45,1,2016/6/19,6.292054527
73591,35,2,2016/2/2,6.292054527
48399,30,1,2016/4/21,6.292054527
