uid,buy_time,price,qty,cate_id,discount
85330,2016/10/16,4.070415071,1,10,3.902229338
86573,2016/10/18,3.024369199,1,10,2.892259616
36311,2016/10/19,3.109126651,1,23,1.89166815
30120,2016/10/20,0.430676558,1,33,0
30120,2016/10/20,0.430676558,1,33,0
45178,2016/10/19,2.979792205,1,14,2.769084873
17107,2016/10/19,4.614744114,1,11,4.581335044
47121,2016/10/18,2.861353116,1,10,2.442980622
58694,2016/10/19,2.722706232,1,38,0
42297,2016/10/19,1.543959311,2,40,0
26070,2016/10/19,3.028655927,1,25,0
38267,2016/10/19,2,1,13,1.549115647
26754,2016/10/19,4.329990194,1,7,2.969436383
15871,2016/10/24,2.131648669,1,20,0
50991,2016/11/23,2.578206857,1,14,0
34046,2016/11/23,2.543959311,1,22,0
17181,2016/11/23,2.072630171,1,14,0
40628,2016/11/23,3.024369199,1,11,0
65288,2016/11/23,2.430676558,1,11,0
20557,2016/11/23,1.538759825,2,6,0
36358,2016/11/23,1.639738513,5,20,0
36896,2016/11/23,2.520318717,1,35,0
9165,2016/11/23,1.489896102,1,9,0
90581,2016/11/23,1.855108491,1,14,0
84240,2016/11/23,3.541884735,1,21,2.842427747
36288,2016/11/23,1.617142025,1,1,0
56361,2016/11/23,4.033855413,1,22,0
51228,2016/11/23,3.973599447,1,18,0
85758,2016/11/23,1.292029674,3,1,0
1700,2016/11/23,0.861353116,2,22,0
44305,2016/11/23,2.740317644,1,14,0
38063,2016/11/23,2.861353116,1,33,0
57977,2016/11/23,1.588894664,1,1,0
71703,2016/11/23,2.441761122,1,20,0
75361,2016/11/23,0.987447352,2,1,0
65393,2016/11/23,5.168725173,1,22,0
58410,2016/11/23,3.024369199,1,11,0
52094,2016/11/23,1.86445205,1,14,0
45647,2016/11/23,1.484221771,1,23,0
87122,2016/11/23,4.003963873,1,36,0
74157,2016/10/27,4.213307996,1,26,0
86418,2016/11/23,2.714890596,1,15,0
39091,2016/11/23,2.855108491,1,15,2.419390649
59643,2016/11/23,2.161101336,1,14,0
59643,2016/11/23,2.367967759,1,14,1.593692641
59643,2016/11/23,2.107038128,1,14,1.365212389
59643,2016/11/23,2.510997976,1,14,1.760374428
44984,2016/11/23,0.430676558,1,26,0
30217,2016/11/23,2.722706232,1,1,0
33456,2016/11/23,1.714890596,2,1,0
33456,2016/11/23,1.914898329,1,40,0
33456,2016/11/23,1.942765553,1,1,0
58945,2016/11/23,1.917741973,1,20,0
58945,2016/11/23,2.241907888,1,20,0
76474,2016/11/23,2.305854755,1,22,0
35442,2016/11/23,0.845622278,1,20,0
43275,2016/11/23,2.341284871,1,14,1.543959311
43275,2016/11/23,1.942765553,1,14,1.489896102
38194,2016/11/23,5.070415071,1,33,0
73165,2016/11/23,3.543959311,1,33,2.931768187
57377,2016/11/23,1.533516461,1,1,0
36717,2016/11/23,5.339848258,1,22,0
79747,2016/11/23,4.455045757,1,35,0
24436,2016/11/23,2.788946585,1,33,0
15321,2016/11/23,2.979792205,1,1,0
61560,2016/11/23,1.484221771,1,1,0
46645,2016/11/23,4.95357165,1,33,0
46645,2016/11/23,3.15338279,1,33,0
80319,2016/11/23,1.41812391,1,1,0
81701,2016/11/23,2.574274344,1,9,0
89314,2016/11/23,2.533516461,1,1,0
24330,2016/11/23,3.15338279,1,22,0
79727,2016/11/23,3.405312427,1,19,0
8421,2016/11/23,2.113282753,1,15,0
88120,2016/11/23,3.024369199,1,22,0
32940,2016/11/23,2.722706232,1,22,0
57402,2016/11/23,2.989472896,2,20,0
87732,2016/11/2,0.430676558,50,26,0
67752,2016/11/23,3.191050986,1,19,0
54877,2016/11/23,3.226565505,1,33,0
14342,2016/11/23,2.045513071,1,1,0
70418,2016/11/23,1.948192094,2,22,0
47616,2016/11/23,1.351249219,2,1,0
68086,2016/11/23,1.284214037,1,1,0
46575,2016/11/23,1.89166815,1,20,0
9036,2016/11/23,2.866920117,1,26,0
74878,2016/11/23,2.647676186,1,6,0
14657,2016/11/23,4.198318144,1,11,2.133656215
69885,2016/11/23,1.795888947,5,1,0
38337,2016/11/3,2.207284172,3,20,0
30217,2016/11/23,1.722706232,2,15,0
4387,2016/11/23,0.778385397,2,1,0
71988,2016/11/23,1.372078038,1,14,0
71988,2016/11/23,1.626279469,1,14,0
34509,2016/11/23,1.584059348,1,6,0
58294,2016/11/23,2,1,21,0
64978,2016/11/23,4.454567623,1,15,0
64978,2016/11/23,4.199040207,2,15,0
51530,2016/11/23,3.520748855,3,22,0
71123,2016/11/23,2.129634616,1,14,0
65510,2016/11/23,3.288915207,1,11,0
19975,2016/11/23,2.021974842,1,6,0
37686,2016/11/23,2.722706232,1,25,1.489896102
87845,2016/11/23,3.260159359,1,36,0
54660,2016/11/23,3.331158117,1,13,0
77827,2016/11/23,1.501091629,1,14,0
50344,2016/11/23,2.638850257,1,20,0
40115,2016/11/23,2.81626241,16,22,0
53188,2016/11/23,2.466881066,1,12,0
60949,2016/11/23,2.207284172,1,18,0
32899,2016/11/23,3.15338279,1,22,0
54399,2016/11/23,3.861353116,1,22,2.648551923
60032,2016/11/23,0.292029674,1,11,0
39701,2016/11/23,3.543959311,1,38,0
19284,2016/11/23,3.226565505,1,33,0
56131,2016/11/23,3.024369199,1,40,0
77516,2016/11/23,5.070415071,1,22,4.070503827
14894,2016/11/23,3.657242063,1,22,0
31829,2016/11/23,5.304333738,1,22,0
49312,2016/11/23,1.89166815,1,19,0
83209,2016/11/23,2.639738513,2,22,0
60267,2016/11/23,2.639738513,2,6,0
6466,2016/11/23,5.070415071,1,33,0
45682,2016/11/23,3.639738513,1,22,0
20878,2016/11/23,1.885722315,1,1,0
59252,2016/11/23,1.788946585,2,1,1.639738513
77722,2016/11/23,1.989978252,1,14,1.639738513
16918,2016/11/23,2.430676558,1,22,0
55123,2016/10/30,2.092218534,1,33,0
85331,2016/11/23,2.113282753,1,40,1.365212389
85331,2016/11/23,3.288915207,1,40,2.533516461
82465,2016/11/23,2.969436383,1,9,0
2411,2016/11/23,1.533516461,2,1,0
15641,2016/11/23,1.113282753,1,15,0
72767,2016/11/23,2.024369199,1,22,1.639738513
37402,2016/10/30,0.430676558,2,26,0
73184,2016/10/30,2.861353116,1,2,0
47487,2016/10/29,3.117411239,2,25,2.307372057
88071,2016/11/23,2.045513071,1,1,0
35964,2016/11/2,3.672584446,1,40,3.024369199
40080,2016/10/31,0.430676558,2,26,0
4636,2016/10/30,3.621727544,1,10,3.362722065
71591,2016/10/30,0.430676558,58,26,0
90969,2016/11/6,3.619897396,1,20,3.273104305
52529,2016/11/5,2.441761122,2,1,2.336965028
9639,2016/11/6,2.111208177,2,20,2.111208177
72360,2016/11/7,2.974635869,1,20,2.442980622
74428,2016/11/7,1.914898329,1,20,0
12797,2016/11/7,3.292029674,1,33,2.867535604
63243,2016/11/7,4.070415071,2,36,4.304942592
46970,2016/11/7,3.43315694,1,3,3.322344708
61044,2016/11/7,3.288915207,1,1,2.861353116
71552,2016/11/7,1.538759825,1,1,0
90377,2016/11/6,2.690835917,1,1,2.026754365
90365,2016/11/7,2.021974842,1,22,0
21039,2016/11/7,2.543959311,1,1,2.047818584
47846,2016/11/5,5.384248208,1,33,0
44265,2016/11/7,1.718810703,1,20,0.861353116
85746,2016/11/7,2.033855413,1,14,0
39840,2016/11/7,2.639738513,1,22,0
46520,2016/11/7,2.430676558,1,33,1
17802,2016/11/8,2.358270027,1,20,1.781925777
47445,2016/11/7,1,1,1,1
49851,2016/11/5,0.430676558,10,26,0
3372,2016/11/8,2.95357165,1,20,0
26777,2016/11/5,2.430676558,1,40,0
88873,2016/11/7,1.995009331,1,14,1.718810703
76868,2016/11/8,1.424431933,1,11,0
64712,2016/11/4,3.137651952,4,25,2.788946585
25006,2016/11/7,2.867535604,1,21,0
22669,2016/11/7,1.867535604,1,14,1.449042475
7765,2016/11/8,3.862594545,1,9,0
21518,2016/11/5,0.430676558,1,26,0
13741,2016/11/8,2.441761122,1,26,0
43243,2016/11/5,2.292029674,1,22,0
82932,2016/11/8,2.866304018,1,26,0
83810,2016/11/4,2.795888947,1,9,1.920572661
26193,2016/11/7,2.256880539,2,20,1.378868652
24558,2016/11/4,3.658965601,1,25,0
36502,2016/11/4,4.225874749,1,35,0
65338,2016/11/8,2.866304018,1,26,0
61325,2016/11/6,2.501091629,1,22,0
5565,2016/11/7,4.931768187,1,33,0
45625,2016/11/6,2.969436383,1,36,2.639738513
52793,2016/11/4,1.81626241,1,14,0
80508,2016/11/5,3.019571222,1,15,0
18839,2016/11/7,2.554229543,1,9,0
71931,2016/11/6,1.63528448,1,9,0
78791,2016/11/7,3.492151404,1,11,2.698958058
44480,2016/11/8,2.866304018,1,26,0
18914,2016/11/8,2.855108491,1,33,0
22304,2016/11/7,1.756708724,1,1,1.365212389
22304,2016/11/7,1.826203981,1,1,1.430676558
2267,2016/11/7,3.348418531,1,25,2.648551923
37980,2016/11/7,2.307372057,1,36,1.113282753
36004,2016/11/7,2.553210126,1,20,0
57441,2016/11/7,2.226565505,1,33,2.026754365
140,2016/11/7,2.292029674,1,33,1.436859046
88548,2016/11/8,3.292029674,1,11,2.442980622
66898,2016/11/6,4.292029674,1,36,2.867535604
14555,2016/11/7,3.019571222,1,33,2.113282753
10339,2016/11/8,3.294510057,1,26,0
70920,2016/11/7,3.722706232,1,23,2.867535604
85580,2016/11/7,1.678450093,1,1,0
66820,2016/11/8,1.792427462,6,13,0
36605,2016/11/6,2.074837403,1,14,0
7960,2016/11/7,2.031497403,3,1,0
73217,2016/11/7,2.920572661,1,1,1.489896102
20535,2016/11/6,2.092218534,1,33,0
4411,2016/11/7,1.102839903,2,22,0
53961,2016/11/6,2.861353116,1,33,0
20569,2016/11/7,3.024369199,2,10,3.149487261
59578,2016/11/7,4.722706232,1,36,4.455523524
31137,2016/11/7,3.722706232,1,22,1.722706232
37402,2016/11/6,0.430676558,3,26,0
63870,2016/11/8,1.442371172,1,26,0
18525,2016/11/7,4.908941533,1,36,3.546026983
27329,2016/11/7,1.917741973,4,20,1.774824729
58126,2016/11/6,3.621727544,1,23,0
53341,2016/11/8,2.484221771,1,20,1.81626241
56188,2016/11/8,2.885124591,1,1,1.489896102
9994,2016/11/7,1.888702345,3,12,1.430676558
4696,2016/11/7,2.047818584,1,33,0
7861,2016/11/7,2.385585851,2,1,1.931768187
8600,2016/11/6,1.484221771,1,22,0
85945,2016/11/7,4.212602335,1,18,2.442980622
58949,2016/11/6,3.292029674,1,35,3.153771003
87138,2016/11/7,2.402718123,1,25,1.554229543
71008,2016/11/7,1.756708724,1,20,0
25005,2016/11/7,1.835988985,1,14,0
35158,2016/11/6,2.378868652,3,15,0
67583,2016/11/7,1.718810703,2,1,1.722706232
46837,2016/11/7,2.22310402,1,14,0
66045,2016/11/8,1.20012173,3,20,1.174382283
33987,2016/11/6,2.261792303,1,14,0
56019,2016/11/8,2.866920117,1,26,0
48578,2016/11/7,2.083588744,1,14,0
37402,2016/11/6,0.430676558,2,26,0
33127,2016/11/8,2.441761122,1,26,0
13172,2016/11/7,3.292029674,1,22,2.442980622
32258,2016/11/7,3.706975394,2,22,0
22304,2016/11/7,1.484221771,1,1,0.209061955
36175,2016/11/8,2.092218534,1,36,0.888702345
36175,2016/11/8,1.8294828,1,36,0
10026,2016/11/8,0.006182488,1,26,0
28484,2016/11/7,3.038544756,2,15,2.476189629
39521,2016/11/7,1.706975394,2,35,0
33044,2016/11/7,2.767641586,2,25,2.855108491
87144,2016/11/8,2.690835917,1,1,0
36049,2016/11/7,2.292029674,1,20,0
55717,2016/11/7,3.543959311,1,36,3.157254049
52101,2016/11/7,1.861353116,1,22,0
6072,2016/11/8,1.888702345,10,20,2.867535604
14678,2016/11/7,2.795888947,1,25,1.639738513
33044,2016/11/7,2.648551923,1,20,1.80954521
90491,2016/11/8,2.866920117,1,26,0
61367,2016/11/8,1.665812336,1,1,0.96155465
83925,2016/11/8,2.866304018,1,26,0
44791,2016/11/8,2.617142025,1,26,0
3822,2016/11/8,1.574274344,1,14,0
67583,2016/11/7,2.241907888,1,1,1.756708724
50057,2016/11/7,3.861353116,1,22,1.89166815
35959,2016/11/7,2.722706232,1,33,1.113282753
36685,2016/11/7,2.453849732,2,25,2.442980622
43066,2016/11/7,2.378868652,2,6,2.42065481
35518,2016/11/8,1.888702345,1,22,1.593692641
731,2016/11/7,3.601293163,1,36,3.024369199
6627,2016/11/7,3.070415071,1,12,2.554229543
45152,2016/11/7,2.087918621,1,1,1.826203981
25128,2016/11/8,2.866920117,1,26,0
42706,2016/11/7,1.771243538,4,20,1.641511225
71146,2016/11/8,1.89166815,1,26,0
37534,2016/11/8,2.42693732,1,14,0
13737,2016/11/8,3.291408028,1,9,0
26771,2016/11/8,1.8294828,1,5,1.431297583
87559,2016/11/23,2.430676558,1,40,0
61797,2016/11/23,4.450729249,1,19,3.863833498
81417,2016/11/23,1.092218534,3,1,0.842427747
45415,2016/10/29,1.593692641,1,25,0
74739,2016/11/4,1.888702345,1,20,0
23557,2016/11/6,3.288915207,1,18,2.802754596
86126,2016/10/27,2.722706232,5,35,3.643278893
59285,2016/11/6,0.682606195,1,7,0
59285,2016/11/6,0.430676558,1,7,0
59285,2016/11/6,0.430676558,1,7,0
55223,2016/11/7,1.63528448,1,1,0
10810,2016/11/1,3.292029674,1,10,3.166827966
90300,2016/11/9,1.702979657,1,15,0
34273,2016/11/1,0.226565505,7,22,0
49962,2016/11/2,1.209061955,1,25,0
12826,2016/11/10,0.430676558,5,26,0
66499,2016/11/3,2.113282753,1,33,0
76547,2016/11/9,2.512088995,1,33,0
11700,2016/11/4,2.129634616,1,14,1.888702345
42584,2016/11/10,3.541884735,1,21,2.867535604
28975,2016/11/10,2.664960609,1,1,1.489896102
15850,2016/11/10,3.149487261,1,25,2.867535604
47920,2016/11/4,2.855108491,1,9,0
943,2016/11/11,4.111623646,1,35,3.794506666
20577,2016/11/11,4.543959311,2,33,0
45069,2016/11/11,0.974635869,1,1,0.8294828
24490,2016/11/11,3.501091629,1,22,2.730424778
64149,2016/11/7,3.292029674,1,22,0
71438,2016/11/12,1.722706232,1,15,0
79247,2016/11/11,5.104942561,2,22,0
8928,2016/11/12,3.428186234,1,20,2.867535604
36192,2016/11/12,4.7497581,1,3,3.543959311
51949,2016/11/8,3.109126651,1,38,0
81491,2016/11/12,0.974635869,1,1,0.8294828
41665,2016/11/12,2.554229543,1,1,0
32726,2016/11/12,3.478495142,1,15,2.926195639
72541,2016/11/13,2.290474392,3,13,2.620813144
83444,2016/11/13,2.131648669,1,20,0
29199,2016/11/8,2.292029674,1,1,1.442980622
1491,2016/11/13,2.292029674,2,20,1.835988985
75093,2016/11/13,2.543959311,1,36,2.336965028
61388,2016/11/13,0.430676558,20,26,0
88681,2016/11/13,1.972041565,1,35,1.682606195
62520,2016/11/14,1.630798288,1,1,1.209061955
74737,2016/11/12,1.617142025,1,11,0
27189,2016/11/13,3.226565505,1,7,0
81835,2016/11/13,2.722706232,1,23,1.430676558
70731,2016/11/8,0.430676558,1,26,0
4144,2016/11/12,2.920572661,2,40,2.730424778
35293,2016/11/13,2.920572661,1,15,1.89166815
44156,2016/11/13,2.224837173,1,25,1.489896102
71467,2016/11/13,2.430676558,1,36,2
70609,2016/11/13,1.812912887,1,20,1.070415071
64018,2016/11/13,1.639738513,1,20,0.778385397
64018,2016/11/13,2.788946585,1,20,2.554229543
2158,2016/11/13,2.305854755,1,20,1.495519081
54915,2016/11/13,2.305854755,1,40,1.489896102
46974,2016/11/13,1.284214037,1,19,0
84636,2016/11/13,3.149487261,2,1,3.343290565
27317,2016/11/14,1.543959311,1,21,0
4527,2016/11/8,2.113282753,2,10,1.113282753
62460,2016/11/14,2.866304018,1,26,0
4073,2016/11/14,2.209061955,1,15,1.113282753
83043,2016/11/14,4.292650699,1,9,0
84659,2016/11/13,0.861353116,1,21,0
36219,2016/11/14,3.545407403,1,26,0
20754,2016/11/9,2.430676558,1,20,2.293581073
61344,2016/11/13,2.553210126,1,1,1.89166815
46869,2016/11/14,2.866304018,1,26,0
65884,2016/11/14,0.006182488,1,26,0
32069,2016/11/13,2.478495142,1,13,0
81544,2016/11/9,3.402718123,1,39,2.307372057
40224,2016/11/14,2.867535604,1,26,0
27425,2016/11/10,3.191050986,1,19,1.89166815
30358,2016/11/10,2.543959311,1,19,2.307372057
39253,2016/11/11,1.948192094,1,22,0
21434,2016/11/10,2.359664719,1,14,0
42001,2016/11/11,3.194695189,1,25,2.172502297
66062,2016/11/11,2.730424778,1,40,0
65612,2016/11/11,2.861353116,1,22,0
57844,2016/11/11,2.133656215,1,23,0
9672,2016/11/11,2.795888947,3,1,2.133656215
13651,2016/11/11,2.658965601,1,14,0
90382,2016/11/11,2.305854755,2,1,2.307372057
50013,2016/11/11,2.113282753,1,20,0
65300,2016/11/12,4.069526815,1,10,3.209061955
56405,2016/11/11,1.489896102,1,9,0
7918,2016/11/12,3.292029674,1,36,2.442980622
85016,2016/11/12,1.372078038,1,14,0.682606195
45707,2016/11/11,3.295128608,1,25,3
43158,2016/11/11,3.292029674,1,25,0
59520,2016/11/12,1.934535831,1,14,1.430676558
527,2016/11/12,0.430676558,5,26,0
82633,2016/11/12,2.630798288,2,1,2.447834826
24705,2016/11/12,3.187385282,1,15,1.974635869
53838,2016/11/12,3.430676558,1,2,2.260159359
73785,2016/11/12,2.024369199,1,14,1.292029674
28248,2016/11/12,2.533516461,2,35,1.430676558
28248,2016/11/12,3.246938968,1,35,1.682606195
48456,2016/11/12,2.722706232,1,22,0
74956,2016/11/13,2.673425793,1,15,1.678450093
66720,2016/11/13,3.861353116,1,20,0
42748,2016/11/13,2.603178855,1,6,0
89049,2016/11/13,1.484221771,45,22,3.295128608
74621,2016/11/13,2.441761122,3,25,2.133656215
15023,2016/11/13,3.256880539,1,3,2.795888947
65205,2016/11/12,4.260159359,1,33,0
5654,2016/11/13,2.307372057,1,13,0
17903,2016/11/12,0.430676558,11,26,0
87306,2016/11/13,1.616220847,4,19,1.923952551
5944,2016/11/13,3.149487261,2,25,2.714890596
57994,2016/11/13,1.826203981,1,20,0.861353116
57994,2016/11/13,2.113282753,1,20,1.639738513
57994,2016/11/13,2.243589445,1,20,1.894619865
49771,2016/11/13,3.501091629,1,36,2.730424778
15324,2016/11/13,4.292029674,1,22,0
39640,2016/11/13,3.15338279,2,25,2.867535604
47485,2016/11/12,1.706975394,8,1,1.95890503
3458,2016/11/13,3.292029674,1,38,0
34981,2016/11/13,2.292029674,5,22,2.914898329
34981,2016/11/13,2.024369199,1,22,1.489896102
83703,2016/11/13,1.753021266,1,1,1.20012173
70098,2016/11/13,2.722706232,1,22,0
9724,2016/11/13,2.477343455,1,20,2.070415071
9724,2016/11/13,2.307372057,1,1,1.812912887
73376,2016/11/13,2.068192046,1,20,0
73376,2016/11/13,2.131648669,3,20,0
26734,2016/11/13,2.861353116,1,21,1.593692641
54816,2016/11/13,2.867535604,1,1,2.210834667
33349,2016/11/12,2.974635869,1,36,2.133656215
52829,2016/11/13,1.113282753,5,20,0
74067,2016/11/13,4.069526815,1,11,3.02913041
15161,2016/11/13,2.109126651,1,1,1.718810703
15161,2016/11/13,1.630798288,1,1,1.358270027
15161,2016/11/13,2.113282753,1,1,1.682606195
15161,2016/11/13,1.702979657,1,1,1.405312427
15161,2016/11/13,1.484221771,1,1,1.113282753
